ONTOLOGY,ID,Description,NES,setSize,pvalue,p.adjust,core_enrichment
BP,GO:0034645,cellular macromolecule biosynthetic process,-0.8611746887154637,162,0.7411504424778761,1,IL1RAP/KDM7A/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/ZDHHC18/MICAL2/ASXL2/SAMD4A/MKNK2/HTATIP2/ZMYND11/POMK/ARNT2/PCBD1/ACVR2B/HAS3/EGLN3/RPS6KA1/SCML1/EIF5A2/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1
BP,GO:0045055,regulated exocytosis,-0.771536364289106,19,0.7412731006160165,1,ADCY1/CALML5/C6orf120/VAMP7/VAMP7
MF,GO:0046983,protein dimerization activity,0.8054772291359686,30,0.747148288973384,1,NHLH2/ERCC5/BANF1/PDCD6/CARD9/BAX/MCL1/POLR2J3/GNPTG
CC,GO:0031090,organelle membrane,-0.8576754632094937,139,0.7488888888888889,1,TMED5/LPGAT1/RCC1/CLCC1/LPCAT2/FUT1/AP4E1/PSEN2/MYO18A/MPC2/DTX3L/ANXA7/RNF180/CYTH1/ERMP1/FITM2/SNX4/STARD13/MAP4K2/ACAD11/RBSN/C3orf52/UBIAD1/LRRC8B/PHLPP2/PLCD4/PTPRB/RAP2A/POMK/SCARA3/EDEM1/LBR/OMA1/EIF5A2/RAB15/CYP26B1/TAB1/ST6GALNAC6/IL7R
BP,GO:0000075,cell cycle checkpoint,0.7575057370389637,14,0.7509727626459144,1,CDKN1A/PIDD1/BAX/TRIAP1/CHFR/THOC5/CNOT7/TAOK3/CNOT11/CNOT10/VPS4A/USP28/CNOT6
BP,GO:0009150,purine ribonucleotide metabolic process,0.7685131724803408,15,0.7514792899408284,1,ADCY1/PDE4B
BP,GO:0007166,cell surface receptor signaling pathway,-0.8289086451045219,75,0.755939524838013,1,IL1RAP/NEDD4/CDK6/CRADD/TGFBR1/GCLM/MKNK2/ZMYND11/ACVR2B/P4HB/SDC1/PRKAA2/CRLF3/TAB1/IL7R
BP,GO:0032259,methylation,0.7477354417014451,11,0.7568627450980392,1,PYGO2/KDM3A/HSD17B10/TRMT112/METTL22/TRMT2A/RTF1
BP,GO:0043414,macromolecule methylation,0.7477354417014451,11,0.7568627450980392,1,PYGO2/KDM3A/HSD17B10/TRMT112/METTL22/TRMT2A/RTF1
BP,GO:0032386,regulation of intracellular transport,-0.758975321149767,17,0.757085020242915,1,NDRG4/APOD/VAMP7/VAMP7
BP,GO:0034660,ncRNA metabolic process,-0.7558696178320045,12,0.7575757575757576,1,AGO4/WDR55/DUS2/TRMT2B/FCF1
MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,0.7779903832335225,17,0.7578740157480315,1,NHLH2/FOXQ1/GABPA/RBPJ/ZNF48/GLI4/ZNF85/ZNF226/RBBP4
BP,GO:0061061,muscle structure development,-0.7506582018170269,18,0.7597535934291582,1,TGFBR1/SDC1/CYP26B1
BP,GO:0051251,positive regulation of lymphocyte activation,-0.747020680495927,11,0.7601626016260162,1,SLC7A1/IL7R
BP,GO:0000280,nuclear division,-0.7406193856211423,14,0.7602459016393442,1,VPS4A/NUP62/CEP85/INO80/AGO4/RCC1/CLASP2/CYP26B1
BP,GO:0072507,divalent inorganic cation homeostasis,-0.7566816310900557,10,0.760914760914761,1,PDZD8/MYO5A/TRPM7/DIAPH1/ANXA7/CNNM4
BP,GO:0051336,regulation of hydrolase activity,0.7847908568619649,33,0.7609942638623327,1,CLDN3/RGS17/PDCD6/BOD1/CARD9/PIDD1
BP,GO:0065008,regulation of biological quality,-0.8186950006354595,112,0.7625272331154684,1,ANXA7/PLEKHA1/PYGL/IL1RAP/ADCY9/ADCY7/NEDD4/FITM2/SNX4/CDK6/PRKAR2A/USP46/RBSN/ASXL2/SAMD4A/GCLM/CNNM4/ANO1/OMA1/ACVR2B/P4HB/PRKAA2/EIF5A2/CYP26B1/IL7R/PLA2G3
BP,GO:0071496,cellular response to external stimulus,0.7402479336492923,14,0.7645914396887159,1,SESN1/AKR1C3/CDKN1A
MF,GO:0000987,cis-regulatory region sequence-specific DNA binding,0.7622096793773183,18,0.7650485436893204,1,NHLH2/FOXQ1/GABPA/RBPJ/ZNF48/GLI4/ZNF85/ZNF226/RBBP4
BP,GO:0001817,regulation of cytokine production,0.7615147491581175,18,0.7650485436893204,1,APOD/PDE4B/CARD9/ZCCHC3/GBA/POLR3F
BP,GO:0007005,mitochondrion organization,-0.7483611027078032,17,0.7651821862348178,1,DDHD1/GCLM/OMA1/DDHD2
BP,GO:0051223,regulation of protein transport,-0.7427255140248333,16,0.7653061224489796,1,MYO18A/MPC2/USP46/ANO1/EDEM1
BP,GO:0070201,regulation of establishment of protein localization,-0.7427255140248333,16,0.7653061224489796,1,MYO18A/MPC2/USP46/ANO1/EDEM1
BP,GO:0016071,mRNA metabolic process,0.7905672492991115,34,0.7657142857142857,1,CIRBP/TRUB2/WDR83/LSM7/HNRNPA0/YTHDF3/CWC15/PNRC2/KIN/THOC5/CNOT7/PPIE/DNAJC8/WDR33/HTATSF1/TSEN34/CNOT11/PAPOLA/HNRNPU/CNOT10/PKP3/SAFB2/RC3H2/CELF1/GTF2H1/NBAS/DHX34/CNOT6/CARHSP1/AGO4/SMG6/BUD13/ZHX2
MF,GO:0003712,transcription coregulator activity,0.7576977037079763,26,0.7669172932330827,1,KDM3A/MED21/TBL1XR1/NUPR1/DYRK1B/C1D/ING4/PTPN14/ZHX1/COPS5/LDB1/MED4/SCAND1/RYBP/TADA3/CNOT7
BP,GO:0006909,phagocytosis,0.75271451298239,12,0.7677165354330708,1,MET/VAMP7/VAMP7
BP,GO:0050851,antigen receptor-mediated signaling pathway,0.7521696264711321,12,0.7677165354330708,1,PDE4B/CMTM3/BAX
MF,GO:0140297,DNA-binding transcription factor binding,0.7735832421563329,17,0.7677165354330708,1,NHLH2/GABPA/RBPJ/KDM3A/C1D
BP,GO:0007167,enzyme linked receptor protein signaling pathway,0.770531329096829,29,0.7680608365019012,1,NDRG4/APOD/MET/PDCD6/CCND3/RBPJ
BP,GO:0050657,nucleic acid transport,-0.7396178384661843,11,0.7682926829268293,1,G3BP2/THOC5/TERF2/WDR33/HNRNPU/MYO1C/NUP62/AGFG1/SMG6/EIF5A2
BP,GO:0050658,RNA transport,-0.7396178384661843,11,0.7682926829268293,1,G3BP2/THOC5/TERF2/WDR33/HNRNPU/MYO1C/NUP62/AGFG1/SMG6/EIF5A2
BP,GO:0051236,establishment of RNA localization,-0.7396178384661843,11,0.7682926829268293,1,G3BP2/THOC5/TERF2/WDR33/HNRNPU/MYO1C/NUP62/AGFG1/SMG6/EIF5A2
BP,GO:0044085,cellular component biogenesis,0.8271166687797454,116,0.7696526508226691,1,PCDHB13/CLDN3/ATG9B/CLDN9/APOD/TTC36/ERCC5/MET/CLDN1/MCFD2/PDCD6/STX12/TAPT1/RIC3/VAMP7/VAMP7
CC,GO:0045121,membrane raft,0.7430138358843722,10,0.7715930902111324,1,ADCY1/STX12
CC,GO:0098857,membrane microdomain,0.7430138358843722,10,0.7715930902111324,1,ADCY1/STX12
BP,GO:0055086,nucleobase-containing small molecule metabolic process,-0.7469244493750146,23,0.7724425887265136,1,ARNT/MPC2/ADCY9/ADCY7/NUDT15/UAP1/CMPK1/PRKAA2
BP,GO:0006914,autophagy,0.7767521346121372,33,0.7743785850860421,1,ATG9B/SESN1/MET/STX12/GBA/NUPR1/MCL1/TOMM20/RAB7A/NRBF2
BP,GO:0061919,process utilizing autophagic mechanism,0.7767521346121372,33,0.7743785850860421,1,ATG9B/SESN1/MET/STX12/GBA/NUPR1/MCL1/TOMM20/RAB7A/NRBF2
BP,GO:0010562,positive regulation of phosphorus metabolic process,-0.789797484199121,47,0.7763713080168776,1,MAP4K5/ADCY9/ADCY7/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/RAP2A/ACVR2B/PRKAA2/TAB1
BP,GO:0045937,positive regulation of phosphate metabolic process,-0.789797484199121,47,0.7763713080168776,1,MAP4K5/ADCY9/ADCY7/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/RAP2A/ACVR2B/PRKAA2/TAB1
BP,GO:0051962,positive regulation of nervous system development,0.752074931422112,15,0.777120315581854,1,NDRG4/TOX/VAMP7/VAMP7
BP,GO:0006873,cellular ion homeostasis,0.7310164956679455,14,0.7782101167315175,1,RIC3/BAX/FTL/RAB7A/ISCU/CDK5/SNAPIN/VDR/PDZD8/MYO5A/TRPM7/DIAPH1/TMEM199
BP,GO:0030003,cellular cation homeostasis,0.7310164956679455,14,0.7782101167315175,1,RIC3/BAX/FTL/RAB7A/ISCU/CDK5/SNAPIN/VDR/PDZD8/MYO5A/TRPM7/DIAPH1/TMEM199
CC,GO:0035770,ribonucleoprotein granule,0.7407950068263228,12,0.7795275590551181,1,MEX3B
CC,GO:0036464,cytoplasmic ribonucleoprotein granule,0.7407950068263228,12,0.7795275590551181,1,MEX3B
CC,GO:0031982,vesicle,0.8184298612106075,123,0.7802197802197802,1,ALDH1L1/ADCY1/ATG9B/CALML5/UPK2/APOD/PDE4B/CMBL/MCFD2/PDCD6/AKR1C3/STX12/CALU/C6orf120/MARCKSL1/ACTA2/VAMP7/VAMP7/IDUA/CMTM3
BP,GO:0032990,cell part morphogenesis,0.753227273590812,20,0.7820267686424475,1,ADCY1/C12orf57/VAMP7/VAMP7
BP,GO:0045944,positive regulation of transcription by RNA polymerase II,-0.7916722611687728,36,0.7824267782426778,1,GABPB2/SS18L2/MICAL2/ASXL2/HTATIP2/ARNT2/RPS6KA1/CRLF3
BP,GO:0030705,cytoskeleton-dependent intracellular transport,0.7273666704168897,10,0.783109404990403,1,VAMP7/VAMP7/SNAPIN/TERF2/HNRNPU/BLOC1S5/MYO1C/MYO1B/MYO5A/KIF13A/FNBP1L
BP,GO:0002274,myeloid leukocyte activation,0.7437845830796066,18,0.7864077669902912,1,CALML5/C6orf120/VAMP7/VAMP7/RBPJ/FTL/RAB7A/PGM1
BP,GO:0071840,cellular component organization or biogenesis,-0.84515931248935,218,0.7876712328767124,1,RAP2A/ZMYND11/MICALCL/RASGRP2/LIX1L/OMA1/HAS3/RPS6KA1/P4HB/FCF1/PADI3/DDHD2/CDH20/SDC1/TPM4/PRKAA2/EIF5A2/CYP26B1/CRLF3/IL7R/PLA2G3/CAPN6
BP,GO:0006928,movement of cell or subcellular component,0.785370569757597,55,0.7883895131086143,1,CLDN3/NDRG4/APOD/PDE4B/MET/CLDN1/PDCD6/VAMP7/VAMP7
BP,GO:0010605,negative regulation of macromolecule metabolic process,-0.812293906402366,95,0.789247311827957,1,SUDS3/CARHSP1/CBX5/AGO4/INPPL1/ATAD2B/DUS2/SMG6/HMG20A/ZHX2/DTX3L/ANXA7/PPP1R14A/TOB2/ADCY7/NEDD4/CDK6/KLF11/WWC2/PRKAR2A/MAPKBP1/SAMD4A/PPP1R14C/PTPRB/ZMYND11/ACVR2B/RPS6KA1/PRKAA2/SCML1/ARG2/TAB1
BP,GO:0007093,mitotic cell cycle checkpoint,0.732899311323836,12,0.7893700787401575,1,CDKN1A/PIDD1/BAX/TRIAP1/CHFR
BP,GO:0048638,regulation of developmental growth,0.7296423906908138,13,0.7913385826771654,1,CDKN1A/RBPJ/DUSP10/VGLL4
BP,GO:0044403,symbiotic process,0.7505199200463459,34,0.7923809523809524,1,CLDN9/MET/CLDN1/BANF1/TAPT1
BP,GO:0046700,heterocycle catabolic process,0.7475000512944874,28,0.7928436911487758,1,ALDH1L1/PDE4B/CIRBP/BAX/LSM7/HNRNPA0/YTHDF3/MBD4
BP,GO:0010557,positive regulation of macromolecule biosynthetic process,-0.796300352972612,71,0.7929515418502202,1,KDM7A/GABPB2/SS18L2/TGFBR1/MICAL2/ASXL2/SAMD4A/HTATIP2/ARNT2/PCBD1/HAS3/RPS6KA1/EIF5A2/CRLF3
BP,GO:0051301,cell division,-0.7293215373628564,23,0.7933194154488518,1,HNRNPU/MAPRE1/PKN2/DOCK7/VPS4A/NUP62/KLHL42/INO80/KIF13A/RCC1/CDK6/CLASP2/CCNB3
CC,GO:0031301,integral component of organelle membrane,-0.7257275009968984,17,0.7935222672064778,1,STX12/TAPT1/VAMP7/VAMP7
BP,GO:0010942,positive regulation of cell death,0.7377320421375568,27,0.7965779467680608,1,PDCD6/AKR1C3/CARD9/CDKN1A/PIDD1/BAX/NUPR1/MCL1
BP,GO:0043068,positive regulation of programmed cell death,0.7377320421375568,27,0.7965779467680608,1,PDCD6/AKR1C3/CARD9/CDKN1A/PIDD1/BAX/NUPR1/MCL1
BP,GO:1901699,cellular response to nitrogen compound,0.7383560301483462,27,0.7965779467680608,1,ADCY1/PDE4B/SESN1/GABPA/CCND3
BP,GO:0043010,camera-type eye development,-0.7374646358080043,10,0.7983367983367984,1,ZHX2/NHS/TGFBR1/ACVR2B
BP,GO:0070838,divalent metal ion transport,-0.7385862260954679,10,0.7983367983367984,1,MYO5A/TRPM7/DIAPH1/PSEN2/STAC/CNNM4
BP,GO:0072511,divalent inorganic cation transport,-0.7385862260954679,10,0.7983367983367984,1,MYO5A/TRPM7/DIAPH1/PSEN2/STAC/CNNM4
CC,GO:0019898,extrinsic component of membrane,-0.6939366435302423,13,0.7995951417004049,1,WDFY3/YES1/PIK3CA/GOLGA3/MTMR3/CYTH1/STAC/CDH20
BP,GO:0072657,protein localization to membrane,-0.721909747036925,20,0.8016701461377871,1,STAC/ZDHHC18/CLASP2/RAP2A/RAB15
BP,GO:0051656,establishment of organelle localization,-0.7351173930850456,26,0.8021276595744681,1,MCFD2/PDCD6/BOD1/VAMP7/VAMP7
BP,GO:0006259,DNA metabolic process,0.7440538319660388,29,0.8022813688212928,1,PGBD5/TOX/ERCC5/CDKN1A
BP,GO:0034613,cellular protein localization,0.7864310992379032,66,0.8029465930018416,1,ATG9B/APOD/RTP4/PDCD6/BOD1/STX12/TAPT1/RIC3/CDKN1A/VAMP7/VAMP7/LZTFL1/MBTPS1
BP,GO:0070727,cellular macromolecule localization,0.7864310992379032,66,0.8029465930018416,1,ATG9B/APOD/RTP4/PDCD6/BOD1/STX12/TAPT1/RIC3/CDKN1A/VAMP7/VAMP7/LZTFL1/MBTPS1
BP,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,0.7212457202447695,13,0.8031496062992126,1,CARD9/PIDD1/LURAP1L/WDR83
CC,GO:0098589,membrane region,0.7144377618384059,11,0.803921568627451,1,ADCY1/STX12
CC,GO:0043227,membrane-bounded organelle,-0.8445949523828737,412,0.8045977011494253,1,GABPB2/NEDD4/CDKL1/FITM2/SNX4/SS18L2/CDK6/STARD13/KLF11/MAP4K2/CAMKK1/CRADD/PRKAR2A/NHS/FKBP9/TGFBR1/ACAD11/USP46/ZDHHC18/RBSN/ARSK/C3orf52/MAPKBP1/CLASP2/MICAL2/ASXL2/SAMD4A/MKNK2/CNNM4/UBIAD1/HTATIP2/LRRC8B/PHLPP2/PLCD4/PTPRB/RAP2A/SUMF1/UAP1/ZMYND11/POMK/OSBP2/ANO1/ARNT2/SCARA3/PCBD1/EDEM1/LBR/OMA1/HAS3/CMPK1/EGLN3/PM20D2/RPS6KA1/P4HB/FCF1/PADI3/DDHD2/SDC1/TPM4/PRKAA2/SCML1/EIF5A2/RAB15/ARG2/CYP26B1/CRLF3/TAB1/ZNF367/ST6GALNAC6/IL7R/PLA2G3/CCNB3
BP,GO:1903047,mitotic cell cycle process,-0.7697619650295524,37,0.805439330543933,1,CDK6/KLF11/CRADD/CLASP2/CRLF3/CCNB3
BP,GO:0016197,endosomal transport,-0.7110525080317263,17,0.805668016194332,1,SNX4/RBSN/PLA2G3
BP,GO:0032989,cellular component morphogenesis,-0.7359933491242704,25,0.8074534161490683,1,NEDD4/SS18L2/CLASP2/RAP2A/PLA2G3
BP,GO:0030001,metal ion transport,-0.6865697451271522,13,0.8076923076923077,1,MYO5A/TRPM7/DIAPH1/PSEN2/STAC/NEDD4/CNNM4
BP,GO:0016192,vesicle-mediated transport,-0.7969426807226841,82,0.8092243186582809,1,ALS2/CYFIP1/ZFYVE27/PAK1/AP5M1/EHD4/MTM1/YES1/ANKRD27/MYO1C/VPS4A/DCTN4/PIK3CA/WDR11/NBAS/HEATR5A/MYO1B/GOLGA3/EXOC2/ACTG1/MYO5A/ARHGAP12/APPL2/BMP2K/TRAPPC12/DIAPH1/KIF13A/RIN1/KIF16B/INPPL1/TMED5/FNBP1L/FAM91A1/AP4E1/MYO18A/DTX3L/MTMR6/CYTH1/PYGL/NEDD4/SNX4/MAP4K2/USP46/RBSN/CLASP2/PTPRB/SCARA3/SDC1/RAB15/PLA2G3
BP,GO:0002253,activation of immune response,0.728374806944835,20,0.8107074569789675,1,PDE4B/CARD9/CMTM3/ZCCHC3/BAX
BP,GO:0051641,cellular localization,0.8014791150424854,114,0.8110091743119267,1,ADCY1/NDRG4/ATG9B/CALML5/APOD/RTP4/BANF1/MCFD2/PDCD6/BOD1/STX12/TAPT1/RIC3/C6orf120/CDKN1A/VAMP7/VAMP7
BP,GO:0060284,regulation of cell development,-0.7274547028586146,25,0.8157349896480331,1,HMG20A/ZHX2/NEDD4/SS18L2/RAP2A/P4HB/PLA2G3
BP,GO:0045926,negative regulation of growth,0.6900769183488134,10,0.8157389635316699,1,CDKN1A/DUSP10/VGLL4/ING4/TSPYL2/CDK5
BP,GO:1902806,regulation of cell cycle G1/S phase transition,0.7210642116852434,15,0.8165680473372781,1,CDKN1A/PIDD1/CCND3/BAX/TRIAP1/CDK4
BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,0.7210642116852434,15,0.8165680473372781,1,CDKN1A/PIDD1/CCND3/BAX/TRIAP1/CDK4
BP,GO:0040007,growth,-0.7488268860297637,30,0.8172268907563025,1,WWC2/TGFBR1/RASGRP2/ACVR2B/RPS6KA1/CRLF3
BP,GO:0061136,regulation of proteasomal protein catabolic process,-0.7160340063411141,10,0.8191268191268192,1,RNF180/NUDT15/EDEM1
CC,GO:0048471,perinuclear region of cytoplasm,-0.745166555568861,30,0.819327731092437,1,OSBP2/RAB15/CAPN6
CC,GO:0030659,cytoplasmic vesicle membrane,0.7164046312659412,18,0.8194174757281554,1,MCFD2/PDCD6/STX12/VAMP7/VAMP7
BP,GO:0002263,cell activation involved in immune response,-0.6988896594911254,17,0.819838056680162,1,CALML5/C6orf120/VAMP7/VAMP7/FTL/RAB7A/PGM1
BP,GO:0002366,leukocyte activation involved in immune response,-0.6988896594911254,17,0.819838056680162,1,CALML5/C6orf120/VAMP7/VAMP7/FTL/RAB7A/PGM1
BP,GO:1902807,negative regulation of cell cycle G1/S phase transition,0.7017742829785305,12,0.8208661417322834,1,CDKN1A/PIDD1/BAX/TRIAP1/CDK4
BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,0.7017742829785305,12,0.8208661417322834,1,CDKN1A/PIDD1/BAX/TRIAP1/CDK4
BP,GO:0010498,proteasomal protein catabolic process,-0.6596878467605158,15,0.8222222222222222,1,TBL1XR1/NUPR1/FBXL12/CHFR/RCHY1/CDC26/RYBP/MTM1/BTRC/KLHL42/RNF180/NEDD4/NUDT15/EDEM1
BP,GO:0051726,regulation of cell cycle,-0.7625781443012788,53,0.8270833333333333,1,PRKAA2/CRLF3/CCNB3
CC,GO:0030496,midbody,-0.6990923714546158,11,0.8272357723577236,1,HNRNPU/PKN2/TTLL12/VPS4A/NUP62/EXOC2/KIF13A/RAP2A
BP,GO:0042176,regulation of protein catabolic process,-0.6531876904328316,15,0.8303030303030303,1,GBA/NUPR1/RAB7A/CHFR/RCHY1/RYBP/SNX1/MTM1/BTRC/CSNK2A2/RNF180/NEDD4/NUDT15/EDEM1
BP,GO:0045732,positive regulation of protein catabolic process,0.6791122369942427,10,0.8310940499040307,1,VGLL4/GBA/NUPR1/RAB7A/CHFR/RCHY1
BP,GO:0006753,nucleoside phosphate metabolic process,-0.6984247974092009,20,0.8329853862212944,1,ARNT/MPC2/ADCY9/ADCY7/NUDT15/CMPK1/PRKAA2
BP,GO:0009117,nucleotide metabolic process,-0.6984247974092009,20,0.8329853862212944,1,ARNT/MPC2/ADCY9/ADCY7/NUDT15/CMPK1/PRKAA2
BP,GO:0018205,peptidyl-lysine modification,-0.6880413550423274,17,0.8360323886639676,1,DOHH/PRKAA2
BP,GO:1901652,response to peptide,-0.7026342680294831,25,0.8364389233954451,1,ADCY9/ADCY7/KLF11/PRKAR2A/ANO1/RAB15
BP,GO:0031331,positive regulation of cellular catabolic process,0.6973888477042803,18,0.8368932038834952,1,SESN1/BAX/VGLL4/GBA/NUPR1/YTHDF3/PIP4K2A/CHFR/RCHY1
BP,GO:0009057,macromolecule catabolic process,-0.7537708020342552,55,0.8376068376068376,1,VPS4A/RC3H2/RNF168/USP28/BTRC/NBAS/KLHL42/DHX34/CSNK2A2/CNOT6/TMEM199/CARHSP1/KIF16B/AGO4/SMG6/ZHX2/USP31/DTX3L/RNF180/PYGL/NEDD4/USP46/NUDT15/SAMD4A/EDEM1/OMA1/SDC1
BP,GO:0002833,positive regulation of response to biotic stimulus,-0.6969479307248391,10,0.8378378378378378,1,BCL10/POLR3C/MAP3K7/PAK1/BTRC/CARD11/TAB1
BP,GO:0045089,positive regulation of innate immune response,-0.6969479307248391,10,0.8378378378378378,1,BCL10/POLR3C/MAP3K7/PAK1/BTRC/CARD11/TAB1
BP,GO:0051640,organelle localization,0.7088530716538338,34,0.8380952380952381,1,NDRG4/MCFD2/PDCD6/BOD1/STX12/VAMP7/VAMP7
MF,GO:0003682,chromatin binding,0.6843551442936936,25,0.8400770712909441,1,TOX/GABPA/PYGO2/RBPJ/KDM3A/STAG2/NUPR1
BP,GO:0032868,response to insulin,-0.6644476957081308,14,0.8401639344262295,1,CAPN10/CYFIP1/PAK1/MYO1C/PIK3CA/LPIN3/MYO5A/APPL2/INPPL1/RAB15
CC,GO:0005798,Golgi-associated vesicle,0.6711606435357644,10,0.8406909788867563,1,MCFD2/PDCD6
BP,GO:1903827,regulation of cellular protein localization,-0.6718035780977536,18,0.8418891170431212,1,MYO1C/XPO4/VPS4A/NUP62/CSNK2A2/TRAPPC12/DTX3L/STAC/USP46/EDEM1/PRKAA2
BP,GO:1902680,positive regulation of RNA biosynthetic process,-0.7706018016690614,61,0.8444924406047516,1,KDM7A/GABPB2/SS18L2/TGFBR1/MICAL2/ASXL2/HTATIP2/ARNT2/PCBD1/HAS3/RPS6KA1/CRLF3
BP,GO:1903508,positive regulation of nucleic acid-templated transcription,-0.7706018016690614,61,0.8444924406047516,1,KDM7A/GABPB2/SS18L2/TGFBR1/MICAL2/ASXL2/HTATIP2/ARNT2/PCBD1/HAS3/RPS6KA1/CRLF3
BP,GO:0071705,nitrogen compound transport,-0.7688193032046988,79,0.8458244111349036,1,TANGO6/TMED5/SMG6/TBC1D22B/FAM91A1/AP4E1/MYO18A/MPC2/DTX3L/KPNA5/NEDD4/SNX4/USP46/ZDHHC18/RBSN/SLC7A1/ANO1/EDEM1/ACVR2B/EIF5A2/RAB15/PLA2G3
BP,GO:0016236,macroautophagy,0.6732597114740365,26,0.8458646616541353,1,ATG9B/SESN1/STX12/GBA/NUPR1/TOMM20/RAB7A
BP,GO:0051129,negative regulation of cellular component organization,0.681981439765454,22,0.8462998102466793,1,APOD/MET/KDM3A/GBA/NUPR1/RAB7A/TRIAP1/CDK5/CAPZA1/SNAPIN/ASF1A
BP,GO:0016567,protein ubiquitination,0.6803988019298842,27,0.8479087452471483,1,PDCD6/KLHL9/WSB1/ZNF738/MED21/FBXL12/CHFR/RCHY1/CDK5/CDC26/RYBP/RTF1/TRIM44/ASB8/BCL10/SPRTN
BP,GO:1901565,organonitrogen compound catabolic process,-0.732621248319612,43,0.8479657387580299,1,USP31/DTX3L/RNF180/NEDD4/USP46/NUDT15/PCBD1/EDEM1/OMA1/SDC1/ARG2
BP,GO:0031348,negative regulation of defense response,-0.6932970072888294,10,0.8482328482328483,1,ADCY7/MAPKBP1/ARG2
CC,GO:0000323,lytic vacuole,0.7013553032255337,28,0.8493408662900188,1,C6orf120/VAMP7/VAMP7/IDUA/SLC36A1/GLMP/CTNS/GBA/FTL/RAB7A/TMEM25
CC,GO:0005764,lysosome,0.7013553032255337,28,0.8493408662900188,1,C6orf120/VAMP7/VAMP7/IDUA/SLC36A1/GLMP/CTNS/GBA/FTL/RAB7A/TMEM25
BP,GO:0051960,regulation of nervous system development,-0.6765205816477189,24,0.8503118503118503,1,SRPX2/HMG20A/ZHX2/IL1RAP/NEDD4/SS18L2/RAP2A/PLA2G3
BP,GO:0006875,cellular metal ion homeostasis,0.6590269111318594,12,0.8503937007874016,1,RIC3/BAX/FTL/ISCU/CDK5/VDR/PDZD8/MYO5A/TRPM7/DIAPH1/TMEM199/ANXA7
BP,GO:0002252,immune effector process,-0.7398708521853863,37,0.8535564853556485,1,CALML5/RTP4/C6orf120/CARD9/VAMP7/VAMP7/DUSP10/ZCCHC3/POLR3F/FTL/RAB7A/PGM1
BP,GO:0000077,DNA damage checkpoint,0.658155989029821,12,0.8543307086614174,1,CDKN1A/PIDD1/BAX/TRIAP1/THOC5/CNOT7/TAOK3/CNOT11/CNOT10/USP28/CNOT6
BP,GO:0031570,DNA integrity checkpoint,0.658155989029821,12,0.8543307086614174,1,CDKN1A/PIDD1/BAX/TRIAP1/THOC5/CNOT7/TAOK3/CNOT11/CNOT10/USP28/CNOT6
MF,GO:0051015,actin filament binding,-0.6828913586195136,10,0.8544698544698545,1,CYFIP1/MYO1C/CORO2A/MYO1B/MYO5A/MYO18A/TPM4
BP,GO:0009725,response to hormone,-0.7309571822227896,37,0.8577405857740585,1,ADCY9/ADCY7/NEDD4/PRKAR2A/GCLM/SDC1/PRKAA2/RAB15
CC,GO:0005829,cytosol,-0.8123728152124019,212,0.8584686774941995,1,DTX3L/MTMR6/KPNA5/ANXA7/PLEKHA1/CYTH1/PPP1R14A/STAC/PYGL/DENND6A/TOB2/NEDD4/CDK6/STARD13/KLF11/CAMKK1/CRADD/DDHD1/WWC2/PRKAR2A/USP46/NUDT15/RBSN/CLASP2/SAMD4A/GCLM/HTATIP2/PHLPP2/PLCD4/RAP2A/UAP1/OSBP2/RASGRP2/PCBD1/DOHH/CMPK1/EGLN3/RPS6KA1/P4HB/PADI3/DDHD2/TPM4/PRKAA2/EIF5A2/CRLF3/TAB1
BP,GO:0007346,regulation of mitotic cell cycle,-0.6916605957868783,29,0.8592436974789915,1,TAOK3/PRMT2/CNOT11/HNRNPU/MAPRE1/PKN2/CNOT10/TTLL12/VPS4A/NUP62/BTRC/CEP85/APPL2/INO80/CNOT6/RCC1/CDK6/CRADD/CCNB3
BP,GO:0000956,nuclear-transcribed mRNA catabolic process,-0.6720411108166621,11,0.8597560975609756,1,CNOT11/CNOT10/RC3H2/NBAS/DHX34/CNOT6/SMG6/SAMD4A
BP,GO:0071375,cellular response to peptide hormone stimulus,-0.6353420710989995,16,0.863265306122449,1,CAPN10/CYFIP1/PAK1/MYO1C/PIK3CA/LPIN3/MYO5A/APPL2/ADCY9/ADCY7/PRKAR2A/RAB15
CC,GO:0000139,Golgi membrane,-0.7255475178692599,36,0.8640167364016736,1,STK26/SGMS2/MYO1B/GOLGA3/GALNT1/KIF13A/CLCC1/LPCAT2/FUT1/AP4E1/PSEN2/MYO18A/CYTH1/MAP4K2/UBIAD1/SCARA3/ST6GALNAC6
BP,GO:0010631,epithelial cell migration,-0.6486027190369082,12,0.8686868686868687,1,SRPX2/FUT1/STARD13/TGFBR1/CLASP2
BP,GO:0090132,epithelium migration,-0.6486027190369082,12,0.8686868686868687,1,SRPX2/FUT1/STARD13/TGFBR1/CLASP2
